ID CARTO;Adresse;CP;Ville;Opération;Activité précise du locataire;Catégorie activité;Enseigne;LAT_ok;LONG_ok;XY
C1026;1/3 rue Corvetto;75008;Paris;Treilhard;Supérette;ALIMENTAIRE;G20;48.8771;2.3147;48.8771, 2.3147
C213;51 av Daumesnil;75012;Paris;Viaduc des arts;Organisation d'événements;SERVICES A LA PERSONNE;EXPO EVENTS 33;48.84725204;2.37583229;48.84725204, 2.37583229
C32;130 Bis Boulevard Mac Donald;75019;Paris;CLAUDE BERNARD;;VACANT;;48.89911817;2.37999416;48.89911817, 2.37999416
C10;43 Rue Myrha;75018;Paris;CHÂTEAU ROUGE;Librairie-gal.d'art, jouets;EQUIPEMENT;PROSE;48.88695994;2.35275915;48.88695994, 2.35275915
C313;86 rue du Faubourg Saint-Denis;75010;Paris;VQ2;Boucherie, charcuterie, traiteur;ALIMENTAIRE;LA BOUCHERIE GOURMANDE;48.87393204;2.35522335;48.87393204, 2.35522335
C332;22 rue du Château-Landon;75010;Paris;VQ2;;TRAVAUX;;48.88138419;2.36289758;48.88138419, 2.36289758
C133;21 avenue du Maine;75015;Paris;DLH;Espace culturel;CULTUREL;;48.84346101;2.32113358;48.84346101, 2.32113358
C200;12 Esplanade Nathalie sarraute;75018;Paris;Pajol;boulangerie-pâtisserie;ALIMENTAIRE;BOB'S BAKE SHOP;48.88828213;2.36220812;48.88828213, 2.36220812
C132;21 avenue du Maine;75015;Paris;DLH;Galerie d'art œuvres Krajcberg;CULTUREL;ESPACE KRAJCBERG;48.84358568;2.3213479;48.84358568, 2.3213479
C4;52-58 Rue Myrha;75018;Paris;CHÂTEAU ROUGE;service à la personne;SERVICES A LA PERSONNE;CLAIR ET NET;48.88693648;2.35185331;48.88693648, 2.35185331
C338;28 Rue Guy Môquet;75017;Paris;VQ2;Auto-école;SERVICES A LA PERSONNE;EASY PERMIS;48.89186135;2.32225032;48.89186135, 2.32225032
C245;37 av Daumesnil;75012;Paris;Viaduc des arts;Maroquinerie;METIERS D'ART;SERGE AMORUSO;48.84777004;2.37475063;48.84777004, 2.37475063
C239;89 av Daumesnil;75012;Paris;Viaduc des arts;Création graphique, illustration photographique;METIERS D'ART;MILYEUX;48.84572607;2.37899892;48.84572607, 2.37899892
C86;45-47 rue Saint-Paul;75004;Paris;DLH;Vente de souvenirs;EQUIPEMENT;LE CYGNE ROSE;48.85436581;2.3623442199999998;48.85436581, 2.3623442199999998
C345;101 Rue des Moines;75017;Paris;VQ2;Commercialisation et éditions d'éditeurs;CULTUREL;POLLEN DIFFUSION;48.89283943;2.32277112;48.89283943, 2.32277112
C269;28 rue du Général Guilhem;75011;Paris;VQ1;caviste;ALIMENTAIRE;VIN DE BOHÈME;48.86234558;2.37923072;48.86234558, 2.37923072
C231;55 av Daumesnil;75012;Paris;Viaduc des arts;démonstration d'artisans, expos;EQUIPEMENT;L'ATELIER, D'ATELIERS D'ART DE France;48.84712395;2.3760874;48.84712395, 2.3760874
C316;22/24 rue des Vinaigriers;75010;Paris;VQ2;Bureaux de l'Association;SERVICES A LA PERSONNE;COMPAGNONS BATISSEURS ILE DE FRANCE;48.87319953;2.36316911;48.87319953, 2.36316911
C277;27 rue Gay Lussac;75005;Paris;VQ2;Librairie, Maison d'éditions spécialisée dans les sciences et les mathématiques;CULTUREL;CASSINI;48.84476233;2.3419889;48.84476233, 2.3419889
C235;11 av Daumesnil;75012;Paris;Viaduc des arts;Fenêtres;EQUIPEMENT;LORENOVE;48.84886781;2.37247499;48.84886781, 2.37247499
C1028;130 Bis Boulevard Mac Donald;75019;Paris;CLAUDE BERNARD;;VACANT;;48.89911817;2.37999416;48.89911817, 2.37999416
C1012;4 rue Dante;75005;Paris;VQ2;;TRAVAUX;;48.8513;2.3467000000000002;48.8513, 2.3467000000000002
C33;130 Bis Boulevard Mac Donald;75019;Paris;CLAUDE BERNARD;Travaux de bâtiment;SERVICES AUX ENTREPRISES;TACTYL;48.899126;2.37999416;48.899126, 2.37999416
C97;5/7 rue des Beaux-Arts;75006;Paris;DLH;Galerie d'art/photos;CULTUREL;BOUQUINERIE DE L'INSTITUT;48.85629541;2.33587256;48.85629541, 2.33587256
C302;34bis rue de Dunkerque;75010;Paris;VQ2;Librairie;CULTUREL;NORDEST;48.88096632;2.35071768;48.88096632, 2.35071768
C1029;5 rue de la Fidélité;75010;Paris;VQ2;;TRAVAUX;;48.87444575;2.35624741;48.87444575, 2.35624741
C155;47 rue Notre-Dame de Nazareth;75003;Paris;Foncière;Librairie papeterie;CULTUREL;LIBRAIRIE VOLUME;48.86756506;2.3570830799999998;48.86756506, 2.3570830799999998
C278;1 rue Frédéric Sauton;75005;Paris;VQ2;Maison d'Editions et librairie;CULTUREL;EDITIONS FEI;48.85126657;2.3493093;48.85126657, 2.3493093
C127;8 rue de Clichy;75009;Paris;DLH;Location salles;SERVICES AUX ENTREPRISES;DCT;48.87738947;2.33064229;48.87738947, 2.33064229
C176;20 rue Saint Ambroise;75011;Paris;Foncière;Epicerie;ALIMENTAIRE;PROXI;48.86250089;2.37826079;48.86250089, 2.37826079
C7;28 Rue Poulet;75018;Paris;CHÂTEAU ROUGE;épicerie fine primeur grossiste demi gros;ALIMENTAIRE;EL MUNDO PARIS 1943;48.88768785;2.35044707;48.88768785, 2.35044707
C198;2 rue des Cascades;75020;Paris;Foncière;;VACANT;;48.86925511;2.39135039;48.86925511, 2.39135039
C1002;42/44, rue Myrha;75018;Paris;CHÂTEAU ROUGE;bureaux direction urbanisme;SERVICES A LA PERSONNE;ÉQUIPE DE DÉVELOPPEMENT LOCAL;48.887;2.3526;48.887, 2.3526
C216;27 av Daumesnil;75012;Paris;Viaduc des arts;Création vêtements;METIERS D'ART;AURELIE CHERELL;48.84808691;2.37409584;48.84808691, 2.37409584
C348;104 rue du Faubourg Saint-Denis;75010;Paris;VQ2;épicerie fine néerlandaise;ALIMENTAIRE;DUTCH;48.8749414;2.35586378;48.8749414, 2.35586378
C291;79 rue Vaugirard;75006;Paris;VQ2;Libraire;CULTUREL;COURANT D'ART;48.84626299;2.32443832;48.84626299, 2.32443832
C22;144 Boulevard Macdonald;75019;Paris;CLAUDE BERNARD;Superette;ALIMENTAIRE;FRANPRIX;48.89908946;2.37869125;48.89908946, 2.37869125
C341;56 Rue Berzélius;75017;Paris;VQ2;Atelier d'artistes;CULTUREL;L'INDEX;48.89434479;2.31982116;48.89434479, 2.31982116
C26;138 Bis Boulevard Macdonald;75019;Paris;CLAUDE BERNARD;Pharmacie;SERVICES A LA PERSONNE;PHARMACIE CLAUDE BERNARD;48.89904552;2.37908974;48.89904552, 2.37908974
C6;16 Rue Myrha;75018;Paris;CHÂTEAU ROUGE;cave à vin;ALIMENTAIRE;DON DOUDINE;48.88728078;2.3548603999999997;48.88728078, 2.3548603999999997
C153;6 rue de Montmorency;75003;Paris;Foncière;Show room et vente de meubles, objets de décoration / bail de 24 mois;EQUIPEMENT;HARTO;48.86261099;2.35692623;48.86261099, 2.35692623
C131;21 Avenue du Maine;75015;Paris;DLH;production audiovisuelle;SERVICES A LA PERSONNE;MÈMOIRE MAGNÉTIQUE;48.84341717;2.3207865500000002;48.84341717, 2.3207865500000002
C62;37Bis rue de Montreuil;75011;Paris;Cour de l'Industrie;Imprimeur;METIERS D'ART;;48.85069489;2.38708504;48.85069489, 2.38708504
C226;47 av Daumesnil;75012;Paris;Viaduc des arts;tapisserie-création mobilier;METIERS D'ART;HOME INTRA DESIGN;48.84738126;2.37555507;48.84738126, 2.37555507
C95;3 quai Malaquais;75006;Paris;DLH;Bouquinerie;CULTUREL;ARENTHON;48.85754741;2.335944;48.85754741, 2.335944
C106;29 rue de Seine;75006;Paris;DLH;Galerie d'art;CULTUREL;GALERIE BERTHET-AITTOUARES;48.85611689;2.33671318;48.85611689, 2.33671318
C202;12 Esplanade Nathalie sarraute;75018;Paris;Pajol;atelier collaboratif de conception et fabrication de produits;SERVICES A LA PERSONNE;DRAFT;48.88839216;2.3622814;48.88839216, 2.3622814
C244;21 av Daumesnil;75012;Paris;Viaduc des arts;Création luminaires et déco;METIERS D'ART;RINCK CONTRACT;48.84838691;2.37348697;48.84838691, 2.37348697
C16;42 rue Polonceau;75018;Paris;CHÂTEAU ROUGE;atelier confection/vente prêt-à-porter;METIERS D'ART;LEA PECKRE;48.88600233;2.35127923;48.88600233, 2.35127923
C337;176 Rue Legendre;75017;Paris;VQ2;Conception, integration audio et vidéo, domotique, location et vente d'appareils audiovisuels;EQUIPEMENT;AUDIOVISUEL, DOMOTIQUE, INTEGRATION;48.89136656;2.32567832;48.89136656, 2.32567832
C102;5 quai Malaquais;75006;Paris;DLH;Meubles anciens;CULTUREL;Anne-Sophie DUVAL;48.85758222;2.33568704;48.85758222, 2.33568704
C20;144 Boulevard Macdonald;75019;Paris;CLAUDE BERNARD;Association tri de vetements;SERVICES A LA PERSONNE;COMPTOIR DE LA VOUTE;48.8990805;2.37862822;48.8990805, 2.37862822
C147;33 rue de Montmorency;75003;Paris;Foncière;Charcuterie,fromages, produits d'épicerie fine,vins et spiritieux, sandwicherie;ALIMENTAIRE;ABRUZZE;48.86331774;2.35401457;48.86331774, 2.35401457
C91;13 quai de Conti;75006;Paris;DLH;Edition;CULTUREL;ACTES SUD;48.85694781;2.33823447;48.85694781, 2.33823447
C139;21 Avenue du Maine;75015;Paris;DLH;société production fillms;SERVICES AUX ENTREPRISES;;48.84352274;2.32092091;48.84352274, 2.32092091
C222;83 av Daumesnil;75012;Paris;Viaduc des arts;ferronnerie d'art;METIERS D'ART;DUNOD-MALLIER FERRONNIERS D ART;48.84592609;2.37858057;48.84592609, 2.37858057
C197;1 Rue du Liban;75020;Paris;Foncière;Atelier de montage et réparation de cycles, achat/vente de vélos et accessoires;EQUIPEMENT;VELOTORITY;48.86848059;2.38577186;48.86848059, 2.38577186
C9;32 Rue Laghouat;75018;Paris;CHÂTEAU ROUGE;bureaux assoc cultuel;SERVICES A LA PERSONNE;LE BOL D'OR;48.8878738;2.35386792;48.8878738, 2.35386792
C140;21 Avenue du Maine;75015;Paris;DLH;Fleuriste;METIERS D'ART;;48.84350925;2.32083415;48.84350925, 2.32083415
C13;10  Rue Léon;75018;Paris;CHÂTEAU ROUGE;atelier confection/vente;EQUIPEMENT;MAZALAY COUTURE;48.88733487;2.3535323;48.88733487, 2.3535323
C1024;30/34, rue du Chemin Vert;75011;Paris;Bréguet;;VACANT;;48.8585;2.3731;48.8585, 2.3731
C187;25 rue Montgallet;75012;Paris;Foncière;Restaurant;SERVICES A LA PERSONNE;CHIN & TOQUE;48.84380671;2.38821796;48.84380671, 2.38821796
C229;1 Bis av Daumesnil;75012;Paris;Viaduc des arts;boutique vêtements jeunes créateurs, accessoires de mode et cosmétiques éthiques;EQUIPEMENT;HAPSATOU SY;48.84925095;2.3716806999999998;48.84925095, 2.3716806999999998
C214;81 av Daumesnil;75012;Paris;Viaduc des arts;restauration d'art/création enceintes acoustiques;METIERS D'ART;ATELIERS GUIGUE et LOCCA;48.84598115;2.37846662;48.84598115, 2.37846662
C152;237, rue Saint-Martin;75003;Paris;Foncière;Vente de cigarettes électroniques et d'accessoires pour fumeurs;EQUIPEMENT;CLOPINETTE;48.86517844;2.35325102;48.86517844, 2.35325102
C121;3 rue des Beaux-Arts;75006;Paris;DLH;PAPETERIE;EQUIPEMENT;SARL ESQUISSE;48.85625724;2.3362146;48.85625724, 2.3362146
C234;35 av Daumesnil;75012;Paris;Viaduc des arts;Prêt-à-porter;EQUIPEMENT;L'HERBE ROUGE;48.84825882;2.37373528;48.84825882, 2.37373528
C272;37 Rue Bisson;75020;Paris;VQ1;Atelier scuplture;METIERS D'ART;HACHEM;48.87117809;2.3821267600000002;48.87117809, 2.3821267600000002
C123;28 rue Jacob;75006;Paris;DLH;Galerie-showroom;EQUIPEMENT;TRIODE;48.85534095;2.33457765;48.85534095, 2.33457765
C309;37 rue du Château d'eau;75010;Paris;VQ2;Epicerie fine;ALIMENTAIRE;ESPRIT GOURMAND;48.8712906;2.35788969;48.8712906, 2.35788969
C292;14 rue Serpente;75006;Paris;VQ2;Librairie spécialisée en bandes dessinées et jeunesse;CULTUREL;AAAPOUM BAPOUM;48.85204073;2.34293564;48.85204073, 2.34293564
C284;19-21 rue des Fossés Saint-Jacques;75005;Paris;VQ2;Librairie portugaise et brésilienne;CULTUREL;LIBRAIRIE PORTUGAISE ET BRESILIENNE;48.84538873;2.34488795;48.84538873, 2.34488795
C12;33 Rue Myrha;75018;Paris;CHÂTEAU ROUGE;boulangerie-pâtisserie;ALIMENTAIRE;TEMBELY;48.88707323;2.35363097;48.88707323, 2.35363097
C149;74 rue des Gravilliers;75003;Paris;Foncière;Bar à jus;SERVICES A LA PERSONNE;BOB'S KITCHEN;48.86448432;2.35453746;48.86448432, 2.35453746
C333;140 avenue Daumesnil;75012;Paris;VQ2;Vente de fruits et légumes frais;ALIMENTAIRE;AU MARCHÉ DAUMESNIL;48.84067074;2.39023397;48.84067074, 2.39023397
C28;144 Boulevard Macdonald;75019;Paris;CLAUDE BERNARD;Fabrication de bijoux;METIERS D'ART;SOUDUREX;48.89904566;2.37869802;48.89904566, 2.37869802
C118;29 rue Bonaparte;75006;Paris;DLH;Papiers peints;EQUIPEMENT;NOBILIS;48.85504562;2.3338681;48.85504562, 2.3338681
C236;57 av Daumesnil;75012;Paris;Viaduc des arts;espace culturel lusophone;SERVICES A LA PERSONNE;LUSOFOLIE'S;48.84707001;2.37620134;48.84707001, 2.37620134
C162;46 rue du Chemin-Vert;75011;Paris;Foncière;Vente au détail de produits liés aux Beaux-Arts;EQUIPEMENT;BOESNER;48.85904137;2.3748748600000003;48.85904137, 2.3748748600000003
C171;113bis rue de la Roquette;75011;Paris;Foncière;Chausseur;EQUIPEMENT;LA SCARPA;48.85803073;2.38130657;48.85803073, 2.38130657
C262;79 av Daumesnil;75012;Paris;Viaduc des arts;encadrement;METIERS D'ART;LE CADRE D'OR;48.84603734;2.37835098;48.84603734, 2.37835098
C208;25 av Daumesnil;75012;Paris;Viaduc des arts;Ebénisterie d'art;METIERS D'ART;AISTHESIS;48.84822286;2.37381521;48.84822286, 2.37381521
C14;22-24 Rue Myrha;75018;Paris;CHÂTEAU ROUGE;centre médical et dentaire;SERVICES A LA PERSONNE;ADMS;48.88724941;2.35438874;48.88724941, 2.35438874
C89;4 rue du Pont Louis-Philippe;75004;Paris;DLH;Papèterie;EQUIPEMENT;LES EXPRIMEURS;48.85465684;2.35532187;48.85465684, 2.35532187
C110;26-28 rue Mazarine;75006;Paris;DLH;Galerie d'art;CULTUREL;GALERIE PIÈCE UNIQUE VARIATIONS;48.85624826;2.33729344;48.85624826, 2.33729344
C282;6 rue Laplace;75005;Paris;VQ2;Maison d'édition;CULTUREL;YSCEO;48.84725695;2.34781795;48.84725695, 2.34781795
C283;37 rue Monge;75005;Paris;VQ2;librairie livres anciens;CULTUREL;LIBRAIRIE BUSSER;48.84583269;2.3520470700000002;48.84583269, 2.3520470700000002
C248;99 av Daumesnil;75012;Paris;Viaduc des arts;flûtes traversières;METIERS D'ART;SONGJA FLûTES;48.84540244;2.37966385;48.84540244, 2.37966385
C169;37 rue Saint Ambroise;75011;Paris;Foncière;Travaux créatifs, ateliers;EQUIPEMENT;INES;48.86297449;2.37893342;48.86297449, 2.37893342
C218;13 av Daumesnil;75012;Paris;Viaduc des arts;Vente de sacs et accessoires pour homme;EQUIPEMENT;GOOD MANNERS;48.84861725;2.37300224;48.84861725, 2.37300224
C15;51 Rue des Poissonniers;75018;Paris;CHÂTEAU ROUGE;bureaux de l'OPAH;SERVICES AUX ENTREPRISES;URBANIS;48.88971002;2.35144034;48.88971002, 2.35144034
C330;14 rue du Château d'Eau;75010;Paris;VQ2;vente au détail de produits écologiques vendus en vrac;ALIMENTAIRE;BIOCOOP;48.86983927;2.36090865;48.86983927, 2.36090865
C232;17 av daumesnil;75012;Paris;Viaduc des arts;Création broderies;METIERS D'ART;LE BONHEUR DES DAMES;48.84850377;2.37323014;48.84850377, 2.37323014
C300;54 rue de l'Aqueduc;75010;Paris;VQ2;Vente de paniers fruits et légumes bio - Epicerie fine -;ALIMENTAIRE;LE LOCAL BIO;48.88278056;2.3649311600000003;48.88278056, 2.3649311600000003
C83;39 rue de Bretagne;75003;Paris;DLH;Librairie;CULTUREL;COMME UN ROMAN;48.86297492;2.36207627;48.86297492, 2.36207627
C347;58/60 Rue de Belleville;75020;Paris;VQ2;Librairie;CULTUREL;LE GENRE URBAIN;48.87327443;2.38229377;48.87327443, 2.38229377
C49;37Bis rue de Montreuil;75011;Paris;Cour de l'Industrie;Photographe;METIERS D'ART;;48.85084761;2.38706137;48.85084761, 2.38706137
C93;3 quai Malaquais;75006;Paris;DLH;Galerie photo;CULTUREL;ANTIQ PHOTO GALLERY;48.85752833;2.336041;48.85752833, 2.336041
C98;33 rue Bonaparte;75006;Paris;DLH;Articles fantaisie;EQUIPEMENT;BOUTIQUE FABRICE;48.85479409;2.33378644;48.85479409, 2.33378644
C157;20 rue du Vertbois;75003;Paris;Foncière;Sandwicherie de luxe, épicerie fine;SERVICES A LA PERSONNE;LYSISOLEIL;48.86685619;2.35893289;48.86685619, 2.35893289
C296;40 rue du Château d'Eau;75010;Paris;VQ2;Vente au détail de jouets et jeux;EQUIPEMENT;L'ARBRE ENCHANTÉ;48.87089403;2.35896189;48.87089403, 2.35896189
C344;41 Rue Pouchet;75017;Paris;VQ2;Services aux personnes atteintes de maladies neuro vegétatives;SERVICES A LA PERSONNE;POINT D'ORGUE;48.89363854;2.32001894;48.89363854, 2.32001894
C328;7 passage du Prado;75010;Paris;VQ2;Retoucherie;SERVICES A LA PERSONNE;RETOUCHERIE;48.87010442;2.35359133;48.87010442, 2.35359133
C204;12 Esplanade Nathalie Sarraute;75018;Paris;Pajol;café-resto-concerts;SERVICES A LA PERSONNE;LES PETITES GOUTTES;48.88844268;2.36230526;48.88844268, 2.36230526
C273;37 rue Bisson;75020;Paris;VQ1;;VACANT;;48.87121629;2.38207232;48.87121629, 2.38207232
C1021;17/19 bis, rue Bréguet;75011;Paris;Bréguet;caviste, épicerie fine, cours d'ornologie, dégustation sur place de plaches de charcuterie, formages et salades;ALIMENTAIRE;CAVE LOUVE;48.8577;2.3738;48.8577, 2.3738
C329;71 rue du Faubourg Saint-Martin;75010;Paris;VQ2;Vente de prêt-à-porter, accessoires de mode et articles de décoration;EQUIPEMENT;ALTERMUNDI;48.87219238;2.35725685;48.87219238, 2.35725685
C112;35/37 rue Bonaparte-18 rue de l'Abbaye;75006;Paris;DLH;Librairie, galerie photos;CULTUREL;LA HUNE;48.85462566;2.3337371;48.85462566, 2.3337371
C256;117 av Daumesnil;75012;Paris;Viaduc des arts;ébeniste;METIERS D'ART;HERVE EBENISTE;48.84484505;2.38083214;48.84484505, 2.38083214
C242;85 av Daumesnil;75012;Paris;Viaduc des arts;parasolerie d'art;METIERS D'ART;PARASOLERIE HEURTAULT;48.84586878;2.37871322;48.84586878, 2.37871322
C247;1 av daumesnil;75012;Paris;Viaduc des arts;Création vente bijoux et textile;METIERS D'ART;TZURI GUETA;48.84928915;2.37161437;48.84928915, 2.37161437
C115;2, 6-8 rue de Seine;75006;Paris;DLH;Librairie;CULTUREL;LIBRAIRIE DES ALPES;48.85731049;2.33636092;48.85731049, 2.33636092
C237;15 av Daumesnil;75012;Paris;Viaduc des arts;Gainerie ameublement, dorure;METIERS D'ART;MAISON FEY;48.84857118;2.3731025900000002;48.84857118, 2.3731025900000002
C307;83 rue de Maubeuge;75010;Paris;VQ2;Epicerie italienne;ALIMENTAIRE;DASCOLI;48.88045753;2.35180373;48.88045753, 2.35180373
C125;22-24 rue Jacob;75006;Paris;DLH;Galerie &librairie d'art;EQUIPEMENT;COMOGLIO PARIS;48.85510516;2.3352481;48.85510516, 2.3352481
C324;12 rue du Faubourg Saint-Martin;75010;Paris;VQ2;épicerie fine avec dégustation des produits de l'épicerie;ALIMENTAIRE;LA CARAVELLE DES SAVEURS;48.86962121;2.3560354;48.86962121, 2.3560354
C190;10 bis rue Montgallet;75012;Paris;Foncière;Restauration rapide;SERVICES A LA PERSONNE;SAV'HEURE IN;48.84298203;2.38679151;48.84298203, 2.38679151
C243;93-95 av Daumesnil;75012;Paris;Viaduc des arts;pianos;METIERS D'ART;PLEYEL;48.84555751;2.37934924;48.84555751, 2.37934924
C340;66 Rue Guy Môquet;75017;Paris;VQ2;;TRAVAUX;;48.89266578;2.32630298;48.89266578, 2.32630298
C35;130 Bis Boulevard Mac Donald;75019;Paris;CLAUDE BERNARD;;VACANT;;48.89905417;2.3799907;48.89905417, 2.3799907
C286;13 rue de l'Ecole Polytechnique;75005;Paris;VQ2;Maison d'édition librairie;CULTUREL;L'AUTRE LIVRE;48.84776452;2.34751862;48.84776452, 2.34751862
C31;128-130 Boulevard Mac Donald;75019;Paris;CLAUDE BERNARD;cabinet dentaire;SERVICES A LA PERSONNE;CENTRE DENTAIRE MACDONALD;48.899063;2.38038242;48.899063, 2.38038242
C82;18 Rue Saint-Roch;75001;Paris;DLH;Vente bijoux anciens;EQUIPEMENT;RARISSIME;48.86504134;2.33206506;48.86504134, 2.33206506
C185;54 bd Diderot;75012;Paris;Foncière;Agence immobilère;SERVICES A LA PERSONNE;AGENCE PRODI;48.84638604;2.37973954;48.84638604, 2.37973954
C126;28 rue Jacob;75006;Paris;DLH;Commerce objets d'art;CULTUREL;CLAUDE BOULLÉ;48.85530727;2.33467465;48.85530727, 2.33467465
C304;52 rue du Faubourg Saint-Martin;75010;Paris;VQ2;Coffee Shop;SERVICES A LA PERSONNE;BLACKBURN COFFEE;48.87084951;2.35678481;48.87084951, 2.35678481
C27;128-130 Boulevard Mac Donald;75019;Paris;CLAUDE BERNARD;Cabinet médical;SERVICES A LA PERSONNE;SOS MEDECINS;48.89910232;2.3803535;48.89910232, 2.3803535
C36;130 Bisboulevard Mac Donald;75019;Paris;CLAUDE BERNARD;Fabrication de prototype vetements;METIERS D'ART;YENDI PARIS CREATION;48.8990575;2.3799907;48.8990575, 2.3799907
C151;71 rue des Archives;75003;Paris;Foncière;Boulangerie-Patisserie;ALIMENTAIRE;BOULANGERIE LE SAINT-LÉ;48.8627407;2.35985861;48.8627407, 2.35985861
C219;75 av Daumesnil;75012;Paris;Viaduc des arts;restaurant;SERVICES A LA PERSONNE;CAFE JARDIN L'ARROSOIR;48.84614521;2.37814011;48.84614521, 2.37814011
C228;23 av Daumesnil;75012;Paris;Viaduc des arts;Formation pour dévt métiers d'art;METIERS D'ART;INMA;48.84831949;2.37361792;48.84831949, 2.37361792
C315;40 rue du Château d'Eau;75010;Paris;VQ2;Vente au détail de jouets et jeux;EQUIPEMENT;L'ARBRE ENCHANTÉ;48.87092323;2.35891083;48.87092323, 2.35891083
C261;71 av Daumesnil;75012;Paris;Viaduc des arts;restauration affiches-papiers anc;METIERS D'ART;ATELIER CATTANEO;48.8465857;2.37721155;48.8465857, 2.37721155
C96;2-6-8 rue de Seine;75006;Paris;DLH;Galerie d'art;CULTUREL;ARTRIUM;48.85727119;2.33637624;48.85727119, 2.33637624
C111;2, 6-8 rue de Seine;75006;Paris;DLH;Galerie d'art;CULTUREL;GALERIE ROY SFEIR;48.85723189;2.33638134;48.85723189, 2.33638134
C1022;17/19 bis, rue Bréguet;75011;Paris;Bréguet;boulangerie, restauration rapide, à titre accessoire vente de café et d'art de la table;ALIMENTAIRE;TEN BELLES BREAD;48.8576;2.3737;48.8576, 2.3737
C87;2 place du Châtelet;75004;Paris;DLH;Café;SERVICES A LA PERSONNE;LE MISTRAL;48.85744138;2.3478252299999998;48.85744138, 2.3478252299999998
C285;3 rue d'Arras;75005;Paris;VQ2;Librairie spécialisée en arts urbains;CULTUREL;NUNC!;48.84747098;2.35181277;48.84747098, 2.35181277
C293;16 boulevard Saint-Michel;75006;Paris;VQ2;Librairie de livres neufs et occasion;CULTUREL;BOULINIER;48.852153;2.34327596;48.852153, 2.34327596
C119;2-6-8 rue de Seine;75006;Paris;DLH;Agence photographique;CULTUREL;AGENCE ROGER VIOLLET/PARISIENNE DE PHOTOGRAPHIE;48.85718473;2.33637454;48.85718473, 2.33637454
C184;119 rue de Charenton;75012;Paris;Foncière;Vente de systèmes d'assemblage pour feuillets mobiles et cartonnage;EQUIPEMENT;ACLÉ;48.84594358;2.37987867;48.84594358, 2.37987867
C1011;4 rue Dante;75005;Paris;VQ2;Librairie spécialisée mangas;CULTUREL;HAYAKU SHOP;48.8514;2.3468;48.8514, 2.3468
C350;27 bis, rue de la Jonquière;75017;Paris;VQ2;;TRAVAUX;;48.89348531;2.3246765;48.89348531, 2.3246765
C1025;30/34, rue du Chemin Vert;75011;Paris;Bréguet;Salle de sport;SERVICES A LA PERSONNE;CROSS FIT;48.8585;2.3733;48.8585, 2.3733
C1001;42/44 rue Myrha;75018;Paris;CHÂTEAU ROUGE;Studio de création graphique;METIERS D'ART;PILOTE;48.887;2.3527;48.887, 2.3527
C178;20  bd Richard Lenoir / 1 rue Sedaine;75011;Paris;Foncière;Restaurant;SERVICES A LA PERSONNE;YARA;48.85562803;2.37067775;48.85562803, 2.37067775
C173;10 rue Popincourt;75011;Paris;Foncière;Bar-Tabac;SERVICES A LA PERSONNE;LE FONTENOY;48.85737863;2.37748399;48.85737863, 2.37748399
C215;63 av Daumesnil;75012;Paris;Viaduc des arts;atelier lithographie;METIERS D'ART;ATELIERS STEPHANE GUILBAUD;48.84694416;2.37646835;48.84694416, 2.37646835
C306;22/24 rue des Vinaigriers;75010;Paris;VQ2;Espace de travail partagé;SERVICES A LA PERSONNE;CRAFT;48.87320067;2.36307038;48.87320067, 2.36307038
C168;85 rue Fontaine au Roi;75011;Paris;Foncière;Pépinière d'entreprises;CULTUREL;FONTAINE O LIVRES;48.86918348;2.37716165;48.86918348, 2.37716165
C166;4 rue Sedaine;75011;Paris;Foncière;Pâtisseries orientales;ALIMENTAIRE;DIAMANDE;48.855427;2.37078312;48.855427, 2.37078312
C113;35/37 rue Bonaparte-18 rue de l'Abbaye et 16 rue de l'Abbaye;75006;Paris;DLH;Librairie;CULTUREL;LIBRAIRIE F. DE NOBELE;48.8546717;2.33375071;48.8546717, 2.33375071
C24;154 Boulevard Macdonald;75019;Paris;CLAUDE BERNARD;Boulangerie;ALIMENTAIRE;LES FROMENTIERS;48.89908083;2.37768299;48.89908083, 2.37768299
C116;26 rue Jacob;75006;Paris;DLH;Maison d'édition et librairie maritime;CULTUREL;LIBRAIRIE MARITIME OUTREMER;48.85523316;2.33488225;48.85523316, 2.33488225
C8;19-27 Rue Myrha;75018;Paris;CHÂTEAU ROUGE;supérette;ALIMENTAIRE;Supermarché G20;48.88710236;2.35410263;48.88710236, 2.35410263
C160;53 rue Notre-Dame de Nazareth / 58-60 rue du Vertbois;75003;Paris;Foncière;Bureaux  administratifs et d'activités  de la Régie de quartier dans le secetur de la propreté et du second œuvre bâtiment;SERVICES AUX ENTREPRISES;REGIE DE QUARTIER;48.86762352;2.35668993;48.86762352, 2.35668993
